Position,Name,Club,Category,Time,Team,Leg
1,S Whitlie,,,00:37:11,Carnethy A,1
1,A Spenceley,,,00:37:11,Carnethy A,1
1,A Ward,,,00:25:35,Carnethy A,2
1,G McInnes,,,00:49:23,Carnethy A,3
1,G Florida-James,,,00:49:23,Carnethy A,3
1,M Johnston,,,00:35:36,Carnethy A,4
2,D Simmons,,,00:38:55,Lothian A,1
2,P Dymoke,,,00:38:55,Lothian A,1
2,G Ackland,,,00:26:40,Lothian A,2
2,D Godfree,,,00:48:48,Lothian A,3
2,S Fraser,,,00:48:48,Lothian A,3
2,C Meek,,,00:34:01,Lothian A,4
3,I Overton,,,00:39:16,Fife A,1
3,B Cruickshank,,,00:39:16,Fife A,1
3,C Russell,,,00:26:00,Fife A,2
3,A Davis,,,00:48:52,Fife A,3
3,W Law,,,00:48:52,Fife A,3
3,G Bee,,,00:34:31,Fife A,4
4,I Lewis,,,00:38:32,Shettleston A,1
4,A Ferguson,,,00:38:32,Shettleston A,1
4,D McCauley,,,00:27:06,Shettleston A,2
4,J Lennox,,,00:48:22,Shettleston A,3
4,P Walder,,,00:48:22,Shettleston A,3
4,L Duff,,,00:36:14,Shettleston A,4
5,D Rodwell,,,00:37:49,Westerlands A,1
5,B Bonnyman,,,00:37:49,Westerlands A,1
5,M Gorman,,,00:27:25,Westerlands A,2
5,G Thomsett,,,00:51:36,Westerlands A,3
5,C Upson,,,00:51:36,Westerlands A,3
5,M McColl,,,00:38:34,Westerlands A,4
6,D Crowe,,,00:36:17,Shettleston Vets,1
6,A Callan,,,00:36:17,Shettleston Vets,1
6,P Carton,,,00:30:37,Shettleston Vets,2
6,M Patterson,,,00:54:59,Shettleston Vets,3
6,J Wilkinson,,,00:54:59,Shettleston Vets,3
6,J MacKay,,,00:36:14,Shettleston Vets,4
7,R Cunningham,,,00:44:23,Ochil Young Guns,1
7,S Templeman,,,00:44:23,Ochil Young Guns,1
7,?,,,00:28:43,Ochil Young Guns,2
7,S Simpson,,,00:51:35,Ochil Young Guns,3
7,W Hensman,,,00:51:35,Ochil Young Guns,3
7,C Walker,,,00:39:55,Ochil Young Guns,4
8,L Anderson,,,00:41:40,Fife Vets,1
8,R McLachlan,,,00:41:40,Fife Vets,1
8,T Mitchell,,,00:29:55,Fife Vets,2
8,T Ross,,,00:54:35,Fife Vets,3
8,S Knowles,,,00:54:35,Fife Vets,3
8,B Aitken,,,00:41:37,Fife Vets,4
9,D Stewart,,,00:45:43,Dundee Road Runners,1
9,Y Daule,,,00:45:43,Dundee Road Runners,1
9,R Davidson,,,00:29:56,Dundee Road Runners,2
9,N Leslie,,,00:52:53,Dundee Road Runners,3
9,P Fettes,,,00:52:53,Dundee Road Runners,3
9,S Cavaghan,,,00:37:09,Dundee Road Runners,4
10,B Sheridan,,,00:41:03,Cosmic A,1
10,K Robertson,,,00:41:03,Cosmic A,1
10,A Blain,,,?,Cosmic A,2
10,M Rigby,,,?,Cosmic A,3
10,D Whitehead,,,?,Cosmic A,3
10,S Hunter,,,00:42:23,Cosmic A,4
11,G Pryde,,,00:40:36,Lomond A,1
11,D MacLean,,,00:40:36,Lomond A,1
11,J Hardie,,,00:29:33,Lomond A,2
11,N Martin,,,00:54:15,Lomond A,3
11,A Abacan,,,00:54:15,Lomond A,3
11,M Smith,,,00:42:45,Lomond A,4
12,D Hanlon,,,00:46:06,Dundee Hawkhill,1
12,C Love,,,00:46:06,Dundee Hawkhill,1
12,S Morton,,,00:33:03,Dundee Hawkhill,2
12,A Wilson,,,00:53:18,Dundee Hawkhill,3
12,J Symonds,,,00:53:18,Dundee Hawkhill,3
12,P Fox,,,00:38:24,Dundee Hawkhill,4
13,D Smith,,,00:47:00,Pitreavie A,1
13,B Davie,,,00:47:00,Pitreavie A,1
13,D Simpson,,,00:32:42,Pitreavie A,2
13,C Watson,,,00:55:55,Pitreavie A,3
13,S Irwin,,,00:55:55,Pitreavie A,3
13,N Cunningham,,,00:35:31,Pitreavie A,4
14,R Thomas,,,00:53:13,HBT,1
14,J Smith,,,00:53:13,HBT,1
14,H Lorimer,,,00:27:17,HBT,2
14,D Baker,,,00:57:50,HBT,3
14,I Normand,,,00:57:50,HBT,3
14,D Naylor,,,00:34:27,HBT,4
15,R McCraw,,,00:47:26,Ochil Old Gits,1
15,D Duncan,,,00:47:26,Ochil Old Gits,1
15,E MacKay,,,00:30:04,Ochil Old Gits,2
15,R Watson,,,00:56:10,Ochil Old Gits,3
15,J Gallacher,,,00:56:10,Ochil Old Gits,3
15,J Stevenson,,,00:40:29,Ochil Old Gits,4
16,L Clachers,,,00:52:50,Standard Life,1
16,C Kerr,,,00:52:50,Standard Life,1
16,B Hall,,,00:28:40,Standard Life,2
16,B Smith,,,00:56:57,Standard Life,3
16,N Dickson,,,00:56:57,Standard Life,3
16,K Smith,,,00:37:01,Standard Life,4
17,R Gallacher,,,00:42:41,Westerlands Vets,1
17,D Rogers,,,00:42:41,Westerlands Vets,1
17,G Fleming,,,00:32:02,Westerlands Vets,2
17,D Reid,,,01:01:11,Westerlands Vets,3
17,M MacLeod,,,01:01:11,Westerlands Vets,3
17,D Calder,,,00:39:32,Westerlands Vets,4
18,J Coon,,,00:51:02,Lothian B,1
18,T Brannan,,,00:51:02,Lothian B,1
18,R Lee,,,00:28:04,Lothian B,2
18,N Wright,,,00:52:59,Lothian B,3
18,C Eades,,,00:52:59,Lothian B,3
18,M Robertson,,,00:44:34,Lothian B,4
19,G Orr,,,00:47:26,Westerlands B,1
19,P Baxter,,,00:47:26,Westerlands B,1
19,N Scott,,,00:28:20,Westerlands B,2
19,J Donnelly,,,00:58:14,Westerlands B,3
19,S Gorgas,,,00:58:14,Westerlands B,3
19,T Ritchie,,,00:45:36,Westerlands B,4
20,M Harley,,,00:46:09,Fife Juniors A,1
20,E Simpson,,,00:46:09,Fife Juniors A,1
20,J Buchan,,,00:31:54,Fife Juniors A,2
20,J Lamb,,,00:57:51,Fife Juniors A,3
