Position,Name,Club,Category,Time,Team,Leg
1,James Tullie,,,00:37:38,Shettleston Men,1
1,Matt Sullivan,,,00:37:38,Shettleston Men,1
1,Casey Morgan,,,00:28:36,Shettleston Men,2
1,Jethro Lennox,,,00:53:32,Shettleston Men,3
1,Tom Owens,,,00:53:32,Shettleston Men,3
1,Paul Sorrie,,,00:25:12,Shettleston Men,4
2,Paul Faulkner,,,00:37:53,Carnethy A,1
2,Stewart Whitlie,,,00:37:53,Carnethy A,1
2,Ally Robertson,,,00:28:18,Carnethy A,2
2,Sam Hesling,,,00:57:58,Carnethy A,3
2,John Mitchell,,,00:57:58,Carnethy A,3
2,James Waldie,,,00:25:34,Carnethy A,4
3,Ross Milne,,,00:40:54,Central AC A,1
3,Phil Williams,,,00:40:54,Central AC A,1
3,Dan Gay,,,00:27:06,Central AC A,2
3,Lewis Millar,,,00:57:27,Central AC A,3
3,Ross Houston,,,00:57:27,Central AC A,3
3,Scott Green,,,00:25:16,Central AC A,4
4,David Simpson,,,00:37:37,Corstorphine AAC Go,1
4,Kris Berry,,,00:37:37,Corstorphine AAC Go,1
4,Moray Anderson,,,00:27:47,Corstorphine AAC Go,2
4,Tom Ferrington,,,01:02:48,Corstorphine AAC Go,3
4,Grant Wilkie,,,01:02:48,Corstorphine AAC Go,3
4,Bryan Clark,,,00:25:54,Corstorphine AAC Go,4
5,Bob Wiseman,,,00:38:58,Ochil Seniors,1
5,Will Hensman,,,00:38:58,Ochil Seniors,1
5,Ben Stevenson,,,00:29:58,Ochil Seniors,2
5,Al Anthony,,,00:58:01,Ochil Seniors,3
5,Dave Eiser,,,00:58:01,Ochil Seniors,3
5,Alastair Preiss,,,00:28:44,Ochil Seniors,4
6,Phil Mowbray,,,00:42:58,HBTalent,1
6,Dave Fulton,,,00:42:58,HBTalent,1
6,Ray Ward,,,00:28:18,HBTalent,2
6,Iain Whiteside,,,00:58:42,HBTalent,3
6,Craig Mattocks,,,00:58:42,HBTalent,3
6,Huw Jones,,,00:27:54,HBTalent,4
7,Pete Ward,,,00:43:03,Shettleston Men 2,1
7,Steve Winter,,,00:43:03,Shettleston Men 2,1
7,Kenny Richmond,,,00:25:59,Shettleston Men 2,2
7,Craig Mitchell,,,01:03:34,Shettleston Men 2,3
7,Mike Deason,,,01:03:34,Shettleston Men 2,3
7,Thomas Fay,,,00:25:33,Shettleston Men 2,4
8,John Kay,,,00:41:45,Fife AC V40,1
8,Graham Kirby,,,00:41:45,Fife AC V40,1
8,Chris Russell,,,00:28:24,Fife AC V40,2
8,Mark Harris,,,01:00:33,Fife AC V40,3
8,Bill Fairmaner,,,01:00:33,Fife AC V40,3
8,Brian Cruickshank,,,00:28:15,Fife AC V40,4
9,Stuart McKenzie,,,00:40:57,"Anster Haddies ""Marlins""",1
9,Jake Grieve,,,00:40:57,"Anster Haddies ""Marlins""",1
9,Neil Smith,,,00:29:52,"Anster Haddies ""Marlins""",2
9,Dell Rae,,,01:02:00,"Anster Haddies ""Marlins""",3
9,Davie Burgess,,,01:02:00,"Anster Haddies ""Marlins""",3
9,Zach Delaney,,,00:26:17,"Anster Haddies ""Marlins""",4
10,Colin Russell,,,00:39:47,Cosmic Men,1
10,Ben Abrahams,,,00:39:47,Cosmic Men,1
10,Stuart Smith,,,00:30:42,Cosmic Men,2
10,Rob Brookes,,,00:56:25,Cosmic Men,3
10,Simon Peachey,,,00:56:25,Cosmic Men,3
10,Bob Sheridan,,,00:32:21,Cosmic Men,4
11,Owen Bass,,,00:43:07,Deeside Runners,1
11,David Hurst,,,00:43:07,Deeside Runners,1
11,Robbie Simpson,,,00:23:45,Deeside Runners,2
11,Alan Smith,,,01:04:55,Deeside Runners,3
11,Alan Sealy,,,01:04:55,Deeside Runners,3
11,Drew Tivendale,,,00:29:42,Deeside Runners,4
12,Olly Stephenson,,,00:41:31,Carnethy MV40,1
12,Mick James,,,00:41:31,Carnethy MV40,1
12,Gregor Heron,,,00:29:47,Carnethy MV40,2
12,Steven Fallon,,,00:59:59,Carnethy MV40,3
12,Adrian Davis,,,00:59:59,Carnethy MV40,3
12,Neil Burnett,,,00:30:27,Carnethy MV40,4
13,Chris Upson,,,00:40:32,Westerlands Men A,1
13,Manny Gorman,,,00:40:32,Westerlands Men A,1
13,Sam Alexander,,,00:29:54,Westerlands Men A,2
13,Brian Bonnyman,,,01:03:21,Westerlands Men A,3
13,Niall McAlinden,,,01:03:21,Westerlands Men A,3
13,John Denovan,,,00:28:49,Westerlands Men A,4
14,Matt Davis,,,00:41:21,Carnethy B,1
14,James Hardie,,,00:41:21,Carnethy B,1
14,Andrew Gilmore,,,00:31:17,Carnethy B,2
14,John Ascroft,,,00:59:48,Carnethy B,3
14,Konrad Rawlik,,,00:59:48,Carnethy B,3
14,Simon Titmuss,,,00:30:24,Carnethy B,4
15,Colin Williams,,,00:40:42,Moorfoots The Pride of the Borders,1
