Position,Name,Club,Category,Time,Team,Leg
1,Des Crowe,,,00:37:18,Shettleston,1
1,Matt Sullivan,,,00:37:18,Shettleston,1
1,Ed Nicholas,,,00:31:04,Shettleston,2
1,Jethro Lennox,,,00:52:46,Shettleston,3
1,Tom Owens,,,00:52:46,Shettleston,3
1,Martin Graham,,,00:28:27,Shettleston,4
2,Angela Mudge,,,00:38:28,Ochil Young Guns,1
2,Jamie Stevenson,,,00:38:28,Ochil Young Guns,1
2,Paul Fettes,,,00:28:11,Ochil Young Guns,2
2,Alastair Anthony,,,00:57:18,Ochil Young Guns,3
2,Bob Wiseman,,,00:57:18,Ochil Young Guns,3
2,Ross Houston,,,00:26:02,Ochil Young Guns,4
3,Steven Fallon,,,00:37:45,Carnethy Men A,1
3,Adrian Davies,,,00:37:45,Carnethy Men A,1
3,Adam Ward,,,00:27:11,Carnethy Men A,2
3,Simon Peachey,,,00:57:14,Carnethy Men A,3
3,Stewart Whittlie,,,00:57:14,Carnethy Men A,3
3,Jon Ascroft,,,00:30:03,Carnethy Men A,4
4,Nick Reid,,,00:38:27,Bellahouston Roadrunners Mens A,1
4,Andy Birnie,,,00:38:27,Bellahouston Roadrunners Mens A,1
4,Mark Johnston,,,00:27:07,Bellahouston Roadrunners Mens A,2
4,Matt Williamson,,,00:59:35,Bellahouston Roadrunners Mens A,3
4,Dougal Ross,,,00:59:35,Bellahouston Roadrunners Mens A,3
4,Kenny Richmond,,,00:27:35,Bellahouston Roadrunners Mens A,4
5,Ian Stewart,,,00:40:04,Carnegie Harriers Senior Men A,1
5,Lewis Lawson,,,00:40:04,Carnegie Harriers Senior Men A,1
5,Scott Bradley,,,00:29:08,Carnegie Harriers Senior Men A,2
5,Tommy Lawrence,,,01:02:46,Carnegie Harriers Senior Men A,3
5,Andy Symonds,,,01:02:46,Carnegie Harriers Senior Men A,3
5,John Hargreaves,,,00:27:54,Carnegie Harriers Senior Men A,4
6,Chris Upson,,,00:38:11,Westerlands A,1
6,Manny Gorman,,,00:38:11,Westerlands A,1
6,Andy Edwards,,,00:29:59,Westerlands A,2
6,David Riach,,,01:03:07,Westerlands A,3
6,Nigel Scott,,,01:03:07,Westerlands A,3
6,Stevie McLoone,,,00:29:32,Westerlands A,4
7,Terry Mitchell,,,00:39:42,Fife AC Vets A,1
7,Brian Cruickshank,,,00:39:42,Fife AC Vets A,1
7,John Kay,,,00:29:55,Fife AC Vets A,2
7,David Weir,,,01:02:08,Fife AC Vets A,3
7,Neil Martin,,,01:02:08,Fife AC Vets A,3
7,Bryce Aitken,,,00:30:23,Fife AC Vets A,4
8,Graham Kirby,,,00:40:20,Fife AC - A,1
8,Frank Popham,,,00:40:20,Fife AC - A,1
8,Graeme Stewart,,,00:32:29,Fife AC - A,2
8,Andrew Brierley,,,01:04:51,Fife AC - A,3
8,Jez Tomlinson,,,01:04:51,Fife AC - A,3
8,Neil Young,,,00:28:55,Fife AC - A,4
9,Richard Lang,,,00:42:16,Cosmic Hillbashers A,1
9,Dennis McDonald,,,00:42:16,Cosmic Hillbashers A,1
9,Keith Robertson,,,00:30:12,Cosmic Hillbashers A,2
9,Tim Nash,,,01:05:45,Cosmic Hillbashers A,3
9,Tim Griffin,,,01:05:45,Cosmic Hillbashers A,3
9,Keith Varney,,,00:29:33,Cosmic Hillbashers A,4
10,Dave Murray,,,00:42:33,Ochil Old Gits,1
10,Ron McCraw,,,00:42:33,Ochil Old Gits,1
