Position,Name,Club,Category,Time
1,Neil Wilkinson,Ron Hill,M,01:38:23
2,John Wilkinson,Shettleston,M,01:39:23
3,Des Crowe,Shettleston,M,01:40:59
4,Martin Flynn,Carnethy,M,01:41:13
5,Colin Farquharson,HBT,M,01:42:47
6,Robert Davidson,Boness RR,M,01:44:18
7,Stewart Whitlie,Standard Life,M,01:45:31
8,Martin Laing,Fife AC,M,01:45:45
9,Gavin Stuart,Carnethy,M,01:45:52
10,Alistair Scott,Standard Life,M,01:45:52
